Datetime,Close,High,Low,Open,Volume
2025-01-06 09:30:00-05:00,109.3499984741211,109.77999877929688,108.19999694824219,108.23999786376953,2896394
2025-01-06 11:30:00-05:00,108.56500244140625,109.2699966430664,108.54239654541016,109.01000213623047,1139992
2025-01-06 13:30:00-05:00,108.08999633789062,108.69000244140625,108.06999969482422,108.4800033569336,967849
2025-01-06 15:30:00-05:00,107.76000213623047,107.98999786376953,107.5199966430664,107.95999908447266,2445042
2025-01-07 09:30:00-05:00,109.69999694824219,109.75,108.27999877929688,108.94000244140625,2413801
2025-01-07 11:30:00-05:00,109.44000244140625,109.58000183105469,108.88999938964844,109.26000213623047,984720
2025-01-07 13:30:00-05:00,109.27999877929688,109.56999969482422,109.16999816894531,109.45999908447266,786332
2025-01-07 15:30:00-05:00,108.77999877929688,108.83000183105469,108.57499694824219,108.79000091552734,2152094
2025-01-08 09:30:00-05:00,107.16999816894531,107.70999908447266,106.69999694824219,107.30999755859375,3466400
2025-01-08 11:30:00-05:00,107.27300262451172,107.5199966430664,106.9800033569336,106.98500061035156,1089054
2025-01-08 13:30:00-05:00,106.55999755859375,106.72000122070312,106.01000213623047,106.66999816894531,1327062
2025-01-08 15:30:00-05:00,106.91999816894531,106.95999908447266,106.44999694824219,106.69000244140625,2553653
2025-01-10 09:30:00-05:00,107.4800033569336,110.0999984741211,107.37999725341797,108.69999694824219,3752052
2025-01-10 11:30:00-05:00,106.83999633789062,106.94999694824219,106.04000091552734,106.14409637451172,1777100
2025-01-10 13:30:00-05:00,106.4000015258789,107.0,106.37999725341797,106.80000305175781,1368874
2025-01-10 15:30:00-05:00,106.52999877929688,106.55000305175781,106.00499725341797,106.05999755859375,2967658
2025-01-13 09:30:00-05:00,108.4884033203125,108.57230377197266,107.125,107.125,3090128
2025-01-13 11:30:00-05:00,108.61360168457031,109.25,108.44000244140625,109.11499786376953,1516978
2025-01-13 13:30:00-05:00,109.55999755859375,109.62999725341797,108.97000122070312,109.01000213623047,1598987
2025-01-13 15:30:00-05:00,109.26499938964844,109.36000061035156,108.9000015258789,108.94999694824219,2839956
2025-01-14 09:30:00-05:00,108.25,109.43000030517578,107.86000061035156,108.79000091552734,2297475
2025-01-14 11:30:00-05:00,108.33000183105469,108.43000030517578,107.83000183105469,108.31500244140625,923566
2025-01-14 13:30:00-05:00,109.01000213623047,109.22000122070312,108.73999786376953,108.73999786376953,863371
2025-01-14 15:30:00-05:00,109.68499755859375,109.76000213623047,108.94999694824219,109.07499694824219,2036010
2025-01-15 09:30:00-05:00,110.83000183105469,111.02999877929688,109.47000122070312,110.05000305175781,2606957
2025-01-15 11:30:00-05:00,110.76499938964844,111.12999725341797,110.62000274658203,111.11000061035156,787903
2025-01-15 13:30:00-05:00,111.52999877929688,111.58000183105469,111.19999694824219,111.19999694824219,1155883
2025-01-15 15:30:00-05:00,111.48999786376953,111.63999938964844,111.30999755859375,111.36499786376953,1716405
2025-01-16 09:30:00-05:00,110.94999694824219,111.69000244140625,110.72000122070312,111.19000244140625,1521549
2025-01-16 11:30:00-05:00,111.03009796142578,111.12000274658203,110.55000305175781,110.76000213623047,922711
2025-01-16 13:30:00-05:00,111.19000244140625,111.27999877929688,111.0,111.08000183105469,723481
2025-01-16 15:30:00-05:00,111.31999969482422,111.41999816894531,111.16000366210938,111.22000122070312,1700230
2025-01-17 09:30:00-05:00,112.48999786376953,112.73500061035156,110.81999969482422,111.02999877929688,5907693
2025-01-17 11:30:00-05:00,112.69999694824219,112.86509704589844,112.38999938964844,112.41000366210938,997103
2025-01-17 13:30:00-05:00,111.80999755859375,112.3949966430664,111.79000091552734,112.27999877929688,1221782
2025-01-17 15:30:00-05:00,112.31999969482422,112.58999633789062,112.26000213623047,112.44000244140625,2717345
2025-01-21 09:30:00-05:00,111.43000030517578,112.06999969482422,111.13050079345703,112.05000305175781,3806973
2025-01-21 11:30:00-05:00,111.94499969482422,112.17500305175781,111.69499969482422,111.83000183105469,1603546
2025-01-21 13:30:00-05:00,111.4000015258789,111.8949966430664,111.36000061035156,111.85469818115234,1413300
2025-01-21 15:30:00-05:00,111.50499725341797,111.86750030517578,111.1500015258789,111.44000244140625,2593179
2025-01-22 09:30:00-05:00,111.3499984741211,111.56999969482422,110.55000305175781,111.19999694824219,2226333
2025-01-22 11:30:00-05:00,111.2249984741211,111.48999786376953,111.12000274658203,111.41000366210938,870835
2025-01-22 13:30:00-05:00,110.52999877929688,111.0199966430664,110.48999786376953,110.9800033569336,1312062
2025-01-22 15:30:00-05:00,109.52999877929688,110.27999877929688,109.4000015258789,110.27999877929688,2468403
2025-01-23 09:30:00-05:00,110.91999816894531,111.14250183105469,110.13999938964844,110.7229995727539,2012503
2025-01-23 11:30:00-05:00,110.0999984741211,110.1449966430664,109.61000061035156,109.94999694824219,2113213
2025-01-23 13:30:00-05:00,110.2300033569336,110.41000366210938,110.06999969482422,110.26000213623047,743952
2025-01-23 15:30:00-05:00,110.12000274658203,110.16999816894531,109.69149780273438,109.97000122070312,2132703
2025-01-24 09:30:00-05:00,108.83999633789062,110.70999908447266,108.69000244140625,110.23999786376953,2744502
2025-01-24 11:30:00-05:00,109.05500030517578,109.13999938964844,108.87999725341797,109.0927963256836,1144170
2025-01-24 13:30:00-05:00,108.88999938964844,108.94999694824219,108.44000244140625,108.45500183105469,1049550
2025-01-24 15:30:00-05:00,108.66000366210938,108.82099914550781,108.44999694824219,108.81999969482422,2075915
2025-01-27 09:30:00-05:00,109.44000244140625,109.9000015258789,108.38999938964844,109.01000213623047,3212956
2025-01-27 11:30:00-05:00,109.52999877929688,109.72000122070312,109.05999755859375,109.30999755859375,1115830
2025-01-27 13:30:00-05:00,110.12000274658203,110.16000366210938,109.4800033569336,109.75,1413201
2025-01-27 15:30:00-05:00,110.19000244140625,110.36000061035156,109.83999633789062,110.33000183105469,2682568
2025-01-28 09:30:00-05:00,109.125,110.87000274658203,109.11000061035156,110.41000366210938,2551478
2025-01-28 11:30:00-05:00,108.37999725341797,108.91000366210938,108.27999877929688,108.88999938964844,1189179
2025-01-28 13:30:00-05:00,107.94000244140625,108.44000244140625,107.79000091552734,108.18499755859375,1692218
2025-01-28 15:30:00-05:00,108.02999877929688,108.6050033569336,107.87999725341797,108.26499938964844,2594338
2025-01-29 09:30:00-05:00,108.1500015258789,108.54000091552734,107.47000122070312,107.70999908447266,2064830
2025-01-29 11:30:00-05:00,108.20999908447266,108.66000366210938,108.20999908447266,108.38999938964844,817607
2025-01-29 13:30:00-05:00,108.04000091552734,108.33999633789062,108.01000213623047,108.12000274658203,1007356
2025-01-29 15:30:00-05:00,108.66000366210938,108.77999877929688,108.4800033569336,108.51000213623047,2331248
2025-01-30 09:30:00-05:00,109.74500274658203,109.83000183105469,108.69999694824219,109.5,1771211
2025-01-30 11:30:00-05:00,108.9000015258789,109.4000015258789,108.79000091552734,109.3499984741211,983259
2025-01-30 13:30:00-05:00,109.69000244140625,109.75,109.41000366210938,109.55999755859375,1147597
2025-01-30 15:30:00-05:00,109.58999633789062,109.73999786376953,108.81999969482422,109.44999694824219,3270936
2025-01-31 09:30:00-05:00,107.77999877929688,110.55000305175781,107.0,110.55000305175781,4428702
2025-01-31 11:30:00-05:00,107.62999725341797,109.23500061035156,107.625,108.83999633789062,1718048
2025-01-31 13:30:00-05:00,106.4749984741211,107.7300033569336,106.37999725341797,107.63990020751953,1999275
2025-01-31 15:30:00-05:00,106.81999969482422,106.8499984741211,106.2699966430664,106.7300033569336,2399273
2025-02-03 09:30:00-05:00,106.66999816894531,106.7300033569336,105.32250213623047,106.63999938964844,3237382
2025-02-03 11:30:00-05:00,106.41000366210938,107.08999633789062,106.4000015258789,106.95999908447266,1320507
2025-02-03 13:30:00-05:00,107.08999633789062,107.19640350341797,106.70999908447266,106.8499984741211,1277752
2025-02-03 15:30:00-05:00,107.0999984741211,107.1500015258789,106.75,107.13500213623047,2035320
2025-02-04 09:30:00-05:00,109.46800231933594,109.5999984741211,106.52999877929688,106.70500183105469,3386637
2025-02-04 11:30:00-05:00,109.7750015258789,110.27999877929688,109.69999694824219,109.8499984741211,1310551
2025-02-04 13:30:00-05:00,109.8499984741211,109.96990203857422,109.45500183105469,109.61000061035156,1044853
2025-02-04 15:30:00-05:00,109.94999694824219,110.01000213623047,109.7300033569336,109.7699966430664,2530681
2025-02-05 09:30:00-05:00,109.47000122070312,110.01000213623047,109.0999984741211,109.73999786376953,1847663
2025-02-05 11:30:00-05:00,109.47000122070312,109.78500366210938,109.41320037841797,109.69999694824219,821143
2025-02-05 13:30:00-05:00,109.55999755859375,109.69999694824219,109.37000274658203,109.47000122070312,814717
2025-02-05 15:30:00-05:00,109.87000274658203,109.88999938964844,109.58999633789062,109.61499786376953,1873703
2025-02-06 09:30:00-05:00,109.2300033569336,111.05000305175781,108.70999908447266,110.7699966430664,2382385
2025-02-06 11:30:00-05:00,108.0999984741211,108.75,108.08000183105469,108.5999984741211,995547
2025-02-06 13:30:00-05:00,108.30000305175781,108.6698989868164,108.2249984741211,108.5199966430664,801588
2025-02-06 15:30:00-05:00,108.43000030517578,108.4800033569336,108.0999984741211,108.25,1586538
2025-02-07 09:30:00-05:00,109.41000366210938,109.73040008544922,108.31999969482422,108.77999877929688,2073372
2025-02-07 11:30:00-05:00,109.40959930419922,109.48999786376953,108.91999816894531,109.08000183105469,701972
2025-02-07 13:30:00-05:00,109.50420379638672,109.71990203857422,109.38929748535156,109.66000366210938,696090
2025-02-07 15:30:00-05:00,108.90499877929688,109.2300033569336,108.76000213623047,109.16000366210938,1989077
2025-02-10 09:30:00-05:00,110.11000061035156,110.75,109.875,110.00499725341797,2189109
2025-02-10 11:30:00-05:00,110.7688980102539,110.7698974609375,110.37000274658203,110.54000091552734,807535
2025-02-10 13:30:00-05:00,110.73999786376953,110.875,110.66999816894531,110.73999786376953,981053
2025-02-10 15:30:00-05:00,110.98999786376953,111.02999877929688,110.63500213623047,110.66999816894531,2313323
2025-02-11 09:30:00-05:00,111.18000030517578,111.78500366210938,110.81999969482422,111.5999984741211,1778680
2025-02-11 11:30:00-05:00,112.2833023071289,112.33000183105469,111.51000213623047,111.75,1318778
2025-02-11 13:30:00-05:00,112.0999984741211,112.51000213623047,112.0989990234375,112.28500366210938,928831
2025-02-11 15:30:00-05:00,111.72000122070312,111.87000274658203,111.37999725341797,111.50499725341797,2423422
2025-02-12 09:30:00-05:00,109.52999877929688,110.22689819335938,109.05000305175781,110.05000305175781,2122323
2025-02-12 11:30:00-05:00,108.61000061035156,109.15699768066406,108.41999816894531,108.86000061035156,1581722
2025-02-12 13:30:00-05:00,107.7300033569336,108.12000274658203,107.5999984741211,108.05999755859375,1468582
2025-02-12 15:30:00-05:00,107.375,107.75,107.18000030517578,107.6500015258789,3709241
2025-02-13 09:30:00-05:00,107.76000213623047,107.87999725341797,106.5199966430664,107.1500015258789,2107095
2025-02-13 11:30:00-05:00,107.86499786376953,108.16500091552734,107.45999908447266,108.08000183105469,1553751
2025-02-13 13:30:00-05:00,108.19499969482422,108.38999938964844,107.97000122070312,108.08999633789062,968643
2025-02-13 15:30:00-05:00,108.11000061035156,108.41000366210938,108.02999877929688,108.08999633789062,2063564
2025-02-14 09:30:00-05:00,108.94000244140625,110.2300033569336,108.33000183105469,108.5199966430664,3077256
2025-02-14 11:30:00-05:00,108.97000122070312,109.33000183105469,108.87999725341797,109.12000274658203,970234
2025-02-14 13:30:00-05:00,108.49500274658203,108.81500244140625,108.4800033569336,108.81500244140625,1121999
2025-02-14 15:30:00-05:00,108.22000122070312,108.48999786376953,108.0999984741211,108.375,2599853
2025-02-18 09:30:00-05:00,110.12000274658203,110.1500015258789,108.31999969482422,108.62999725341797,2532850
2025-02-18 11:30:00-05:00,110.37000274658203,110.44000244140625,109.83000183105469,109.83000183105469,963968
2025-02-18 13:30:00-05:00,110.71499633789062,110.98999786376953,110.6500015258789,110.87999725341797,1258452
2025-02-18 15:30:00-05:00,110.12999725341797,110.62999725341797,109.80999755859375,110.62999725341797,2726323
2025-02-19 09:30:00-05:00,111.87999725341797,112.12999725341797,110.58000183105469,110.75499725341797,2174765
2025-02-19 11:30:00-05:00,110.94499969482422,111.46499633789062,110.81680297851562,111.16999816894531,823869
2025-02-19 13:30:00-05:00,110.33999633789062,110.52999877929688,110.05500030517578,110.43000030517578,858756
2025-02-19 15:30:00-05:00,110.30999755859375,110.5199966430664,110.13999938964844,110.2699966430664,1700013
2025-02-20 09:30:00-05:00,111.12000274658203,111.4800033569336,109.94999694824219,110.44000244140625,4025788
2025-02-20 11:30:00-05:00,112.06009674072266,112.19000244140625,111.25499725341797,111.4000015258789,1238839
2025-02-20 13:30:00-05:00,111.94999694824219,112.0707015991211,111.78500366210938,111.95500183105469,1013310
2025-02-20 15:30:00-05:00,112.05000305175781,112.41999816894531,111.95999908447266,112.25499725341797,2763996
2025-02-21 09:30:00-05:00,111.08999633789062,111.8499984741211,110.95999908447266,111.31999969482422,2690174
2025-02-21 11:30:00-05:00,111.36000061035156,111.47000122070312,111.16999816894531,111.37000274658203,592161
2025-02-21 13:30:00-05:00,111.02999877929688,111.11000061035156,110.55999755859375,110.9000015258789,1085812
2025-02-21 15:30:00-05:00,110.69999694824219,111.0999984741211,110.58499908447266,110.76000213623047,2309934
2025-02-24 09:30:00-05:00,110.67500305175781,111.48999786376953,110.31999969482422,110.92500305175781,2016326
2025-02-24 11:30:00-05:00,111.5459976196289,111.86000061035156,111.32499694824219,111.43000030517578,965845
2025-02-24 13:30:00-05:00,111.55999755859375,111.74929809570312,111.47000122070312,111.5,899487
2025-02-24 15:30:00-05:00,111.29000091552734,111.44000244140625,111.08999633789062,111.2699966430664,2054234
2025-02-25 09:30:00-05:00,110.125,112.12999725341797,110.01000213623047,111.30000305175781,1830615
2025-02-25 11:30:00-05:00,109.48999786376953,109.62920379638672,108.89019775390625,109.16999816894531,1123199
2025-02-25 13:30:00-05:00,109.26000213623047,109.91999816894531,109.22000122070312,109.5,791202
2025-02-25 15:30:00-05:00,109.75,110.02989959716797,109.6050033569336,109.87000274658203,2927036
2025-02-26 09:30:00-05:00,109.29000091552734,109.87000274658203,109.0199966430664,109.73999786376953,1579176
2025-02-26 11:30:00-05:00,108.77999877929688,109.20999908447266,108.5199966430664,109.10780334472656,909893
2025-02-26 13:30:00-05:00,109.0,109.08319854736328,108.6449966430664,108.65989685058594,934541
2025-02-26 15:30:00-05:00,109.45999908447266,109.6449966430664,109.08000183105469,109.1500015258789,2014371
2025-02-27 09:30:00-05:00,110.9800033569336,111.20999908447266,109.27999877929688,110.01000213623047,4041436
2025-02-27 11:30:00-05:00,110.84500122070312,110.84500122070312,110.36009979248047,110.72000122070312,763242
2025-02-27 13:30:00-05:00,111.01000213623047,111.29000091552734,110.8949966430664,111.0999984741211,844568
2025-02-27 15:30:00-05:00,110.19999694824219,110.6449966430664,109.97000122070312,110.30000305175781,1777440
