Date,Close,High,Low,Open,Volume
2024-07-01,197.97067260742188,199.55096848022373,195.28224790247992,195.45568801743792,10205800
2024-07-02,201.22763061523438,201.25653730118145,197.3154356152056,197.81649464048778,7802900
2024-07-03,201.09274291992188,202.72122163240437,200.0905953876403,201.92143562022005,5560900
2024-07-05,198.42813110351562,200.92798440867463,198.16652937902836,200.55979927558394,8093100
2024-07-08,198.79635620117188,200.47260930809625,197.63363736853518,198.6703899428391,8707000
2024-07-09,201.17994689941406,203.243768068706,199.06766124607273,199.2420772065153,9058900
2024-07-10,201.34463500976562,201.50935213573263,199.1935987781041,199.73619984829435,8328500
2024-07-11,201.00550842285156,201.6353248733567,198.9998212034549,199.8040388100942,10658100
2024-07-12,198.57350158691406,201.00552262843246,195.8217302851147,197.66270050334498,15443400
2024-07-15,203.52476501464844,205.03630099143194,200.29821024046566,200.75361079562126,10719700
2024-07-16,206.98385620117188,207.10013843584824,201.61596368219992,203.47631680452577,11557000
2024-07-17,210.1328887939453,210.8014561824825,206.64473232755455,207.15826659720184,11572500
2024-07-18,203.4569091796875,209.91001798904472,202.73990694627264,208.93139924044766,12415100
2024-07-19,203.26315307617188,205.75332275483197,202.42986850793523,204.63903879865143,8095900
2024-07-22,203.7476043701172,205.57889051305665,203.19531923355905,203.92202031861075,7663200
2024-07-23,203.7960662841797,204.91033543415375,202.84651428252,204.46463368807304,5557300
2024-07-24,202.110107421875,205.4432455165605,201.6062719683225,203.04029133995283,7119000
2024-07-25,202.18760681152344,203.66039172976238,201.58687201457636,202.1682239773337,6403800
2024-07-26,205.646728515625,206.53814676283224,202.13917446481165,202.739924098082,8027800
2024-07-29,204.29991149902344,206.9741662638421,204.00922809779334,206.04398233686015,6533600
2024-07-30,208.5050811767578,209.086433183662,206.3443607207926,206.60596247075222,8850700
2024-07-31,206.1893310546875,209.667803483179,206.06336479793686,208.10781784368027,9071600
2024-08-01,201.4997100830078,207.18735326494604,199.96879115335906,206.57691954144522,10918600
2024-08-02,192.9536590576172,198.31186686277877,190.77355594317373,197.54641494122876,18041700
2024-08-05,188.84539794921875,190.07594935886874,184.96965851641983,188.02181219061254,13927000
2024-08-06,194.11639404296875,196.3061961505075,187.97335096693075,189.3298537713401,10605800
2024-08-07,194.1745147705078,199.35832151107093,193.98073078067114,197.1879023844961,9204400
2024-08-08,197.72084045410156,198.54444097938318,195.5213542345817,196.18023761176147,7761200
2024-08-09,199.4067840576172,200.0559685970376,196.59686427717244,197.14916420781512,5540200
2024-08-12,199.78468322753906,200.70516839716132,197.33327918901625,199.99785008173868,6936000
2024-08-13,201.4803009033203,201.62563520668914,199.01919827795092,201.2768180938325,6387800
2024-08-14,203.70889282226562,204.21272836016132,200.68580567102015,201.28655540431774,6999800
2024-08-15,204.97816467285156,207.2454686093335,204.54214695964689,206.38311720863197,7001000
2024-08-16,207.322998046875,207.43926550167882,205.01692829477958,205.11382769696473,7931200
2024-08-19,208.75698852539062,208.8345050794127,207.1776349396001,207.35203609757156,6090800
2024-08-20,207.8559112548828,209.28993071448645,207.04199473234365,208.32099585006753,5640000
2024-08-21,207.93341064453125,208.32097864437964,206.22807596174675,207.7686787205856,5202300
2024-08-22,209.90036010742188,210.0650772568238,207.68149103391474,207.91404071912638,5247100
2024-08-23,211.52813720703125,212.3808044951817,209.77436772235225,210.84020183254032,7214000
2024-08-26,212.36143493652344,212.85558635408168,211.27623270905207,212.20640182266425,5105200
2024-08-27,213.34005737304688,213.57260704778895,212.38082138237573,212.69087283059343,5185200
2024-08-28,214.4155731201172,215.307006137293,212.38081893248957,212.43895265431158,6506400
2024-08-29,215.3070068359375,216.05307598143608,212.13858592341361,215.24885832915527,6416100
2024-08-30,217.81655883789062,218.47542744404245,215.03570574430626,215.58800570955643,8574100
2024-09-03,213.4563446044922,217.13829989127248,212.42927605699902,215.39421425176897,8956100
2024-09-04,212.51646423339844,215.1713508176599,210.46232725835844,214.1733344055988,7389500
2024-09-05,210.86927795410156,213.94079938958222,209.31897641386968,213.31098292052562,8067900
2024-09-06,205.85989379882812,211.94480315075108,204.53244307121116,210.84021807182933,7777000
2024-09-09,210.07473754882812,211.37310654550083,207.5264344644205,208.50506800911248,8935100
2024-09-10,199.1742401123047,211.84790938798793,194.37801568910027,211.80915850031667,28406900
2024-09-11,200.79237365722656,201.24777423953827,195.56013115100552,198.87388670958194,13658700
2024-09-12,200.18191528320312,202.2941858361991,198.52503043801315,201.19928489216215,9054400
2024-09-13,197.97276306152344,201.39310168177548,196.71314487965583,200.43385091874683,10226700
2024-09-16,201.40280151367188,201.74193463013458,199.20331523165908,199.4358649216426,8634900
2024-09-17,202.74960327148438,203.40847182700247,201.20900051540104,201.27681826210605,7573300
2024-09-18,201.08303833007812,204.77467756112236,200.27882067003034,202.51705769768571,8259900
2024-09-19,203.94139099121094,205.32697543260485,200.89893633406905,203.2631395933968,11635200
2024-09-20,204.532470703125,204.85222100400676,202.99186771369136,203.408502636651,20885000
2024-09-23,204.87156677246094,205.22038387532777,203.4666143359702,204.4452331150936,7223500
2024-09-24,205.01690673828125,206.33465863167038,203.83480512282463,204.59057306913016,7323200
2024-09-25,203.660400390625,205.64671961358323,202.12948168948355,205.104103726589,8976500
2024-09-26,203.26315307617188,205.12350622705011,202.51706909670156,204.57122104675736,7807500
2024-09-27,203.9607696533203,205.84050547792145,202.82711774343403,204.10610395531677,7032500
2024-09-30,204.30960083007812,204.40650022792838,198.88355981545473,199.90094435379316,8663800
2024-10-01,200.60824584960938,202.5945650610437,199.7846601759315,202.41046509140656,8540100
2024-10-02,200.85049438476562,202.4589297507457,199.30020752778822,200.64702634995896,5810900
2024-10-03,198.85447692871094,200.07534419024452,197.9921255825151,199.7652779699277,7251300
2024-10-04,205.91256713867188,206.35125678113758,201.7108691151778,204.04081375554424,10211700
2024-10-07,205.6298370361328,207.96953982198877,204.4210047283782,205.727330230475,6718900
2024-10-08,205.45436096191406,206.01978874628455,203.14391810409856,205.28863443681155,6021800
2024-10-09,208.05728149414062,208.85668406253154,204.1188032466524,204.43075470295543,7024000
2024-10-10,207.49185180664062,209.41235175203676,206.15628129018555,209.41235175203676,7927100
2024-10-11,216.7043914794922,218.98560432950427,209.75356099050913,210.250740587431,18320700
2024-10-14,215.91476440429688,218.0789826171915,213.38010474418445,217.59154635078056,9048900
2024-10-15,216.8018798828125,219.78498714914952,216.24621033093248,218.03997203841485,9235800
2024-10-16,218.02049255371094,218.0594809098427,215.48581801928876,216.74341191631046,6382500
2024-10-17,218.7808837890625,220.1749591936757,217.69877472337978,218.63465886479744,6470200
2024-10-18,219.70701599121094,220.24319885452837,217.49406607182462,219.34631791742206,7000500
2024-10-21,217.3965606689453,220.0287133611628,217.29906747185922,219.56077874097096,5870000
2024-10-22,218.48841857910156,219.61927424214815,215.54431435770707,217.41606776100463,9586800
2024-10-23,217.7962646484375,219.15133680262315,216.9383721046514,218.03998276879733,6180500
2024-10-24,219.32679748535156,219.4047890656316,216.09022871828077,216.25595524811104,6002200
2024-10-25,216.72389221191406,219.95071764481568,215.32983174709776,219.34630148528674,6369700
2024-10-28,219.833740234375,219.9702217840732,217.34781248059676,217.7377703907154,6843000
2024-10-29,217.299072265625,221.05233730563867,217.21133731153603,219.55104021485744,6580000
2024-10-30,218.77113342285156,220.6233851560508,216.01224256208235,216.94811179819678,7110900
2024-10-31,216.34368896484375,220.01896220946816,216.24621064657887,219.05383314379685,7829900
2024-11-01,217.3380584716797,220.4673905920591,217.10408373706235,217.94247460855877,6923500
2024-11-04,214.25746154785156,218.13744965545976,213.66278877033548,217.05534066277878,8229600
2024-11-05,215.9245147705078,216.3827060342441,214.4719493944743,214.50119437936183,5600700
2024-11-06,240.85198974609375,241.76837224676623,228.87081365048078,229.09503015318575,23987800
2024-11-07,230.4403533935547,238.4245611010864,229.30949778685132,238.35631288973238,16451100
2024-11-08,231.02528381347656,233.3259835376562,229.85543977372186,233.3259835376562,9502100
2024-11-11,233.2772216796875,236.01662575555932,232.99451521475842,233.96938766335575,9017100
2024-11-12,233.5404510498047,235.3927177038515,232.76055008364676,234.5055801689047,6861000
2024-11-13,235.10025024414062,237.95661946303818,234.2716026881157,234.53482242214545,11472600
2024-11-14,235.7924041748047,238.1515938133449,234.99301646894952,236.32858701887602,10172200
2024-11-15,239.14596557617188,240.22807462347745,235.3927154551627,235.3927154551627,11518800
2024-11-18,238.8730010986328,241.7001253228993,236.58204483473264,241.53439878737493,9051400
2024-11-19,236.9817352294922,238.98997005346044,235.48043823378097,236.16284595910426,6792700
2024-11-20,234.72979736328125,238.46356079156547,232.64357082604232,238.25883102314248,9015300
2024-11-21,238.6097869873047,239.32145462031437,236.02638082065624,237.1182332570701,8783500
2024-11-22,242.30455017089844,242.88946471506705,236.9232500873834,237.48867789284088,7997300
2024-11-25,244.00083923339844,247.91983097303608,242.80175018539992,243.31843143678847,10295400
2024-11-26,243.68887329101562,244.6929907482795,242.09982639974197,244.19581114213256,6212100
2024-11-27,243.5133819580078,244.8782123088469,242.51902277247098,243.08445057669923,5472300
2024-11-29,243.44515991210938,245.443651495947,243.18194017414328,243.58164146598557,5494800
2024-12-02,240.06234741210938,243.96183731931117,238.87300180038295,243.27942956062554,8899700
2024-12-03,238.6682891845703,242.78223739052356,238.48306103215356,241.99259305685098,6657700
2024-12-04,237.28395080566406,239.18496400289706,236.14335181254822,238.551287978695,7346300
2024-12-05,239.31167602539062,240.96895615412842,238.47328515432952,239.22394107821938,6572500
2024-12-06,241.14443969726562,241.51489597282327,238.68775706135898,239.52614792815564,5519700
2024-12-09,237.68365478515625,241.64163463753476,237.63490818652937,240.92023852920124,7076500
2024-12-10,236.75753784179688,241.72939358177842,236.13362003181334,237.76165533481145,9108300
2024-12-11,237.41067504882812,238.1320859819885,236.09459135498247,237.8688662681449,7884400
2024-12-12,235.4609375,237.96636679243073,234.9832446528022,236.89400116622053,6113800
2024-12-13,233.910888671875,236.62103278438437,233.13098776801226,235.98737166739292,10392700
2024-12-16,233.55995178222656,234.6225592209729,231.55171684283482,234.56406925192243,9032000
2024-12-17,232.37060546875,233.01402487713747,230.68408023952856,232.65331194344375,8083600
2024-12-18,224.58135986328125,233.06276201501683,223.76247058150787,232.99451380384923,11322400
2024-12-19,227.10630798339844,230.42086858926697,226.43364356697018,226.43364356697018,11790800
2024-12-20,231.6297149658203,233.19926030626974,225.77072164430072,226.09243135853401,32348400
2024-12-23,232.3998565673828,232.62407307909908,228.97805941972783,230.1381600842092,8611500
2024-12-24,236.22134399414062,236.3968287725742,233.06276673606905,233.41370654218963,3729100
2024-12-26,237.03048706054688,237.1474669945077,234.73953085132644,235.36344862473942,4451800
2024-12-27,235.11000061035156,237.27421876483717,234.0083899178738,236.62105597051928,5730200
2024-12-30,233.30648803710938,234.78828348998326,231.15201332053348,232.77030520037115,5723800
2024-12-31,233.68667602539062,235.3732011590255,233.0237550398253,234.01812908048691,4871000
2025-01-02,233.9694061279297,237.16698682164812,233.43322326381167,234.86628706637518,9220900
2025-01-03,237.16696166992188,238.72676349550633,234.22284278993322,237.7616344424465,9491100
2025-01-06,236.0106658935547,240.75341336991133,235.74608675084033,238.80339256994662,9917800
2025-01-07,238.2840576171875,240.33206029657904,236.0596638477121,237.2747542889821,8753400
2025-01-08,238.244873046875,239.3423644677141,235.66771199379835,237.8725034781478,8675300
2025-01-10,235.0503692626953,238.9112065812437,233.94308413409902,238.2056720990623,10256800
2025-01-13,239.3031768798828,239.6265331425252,234.19785308512638,234.85438920536888,10005300
2025-01-14,242.49766540527344,242.74264223499935,237.32375595763784,237.7843135936985,12407400
2025-01-15,247.27963256835938,248.5731025308634,238.78382245178085,245.36880122143756,18448500
2025-01-16,249.16102600097656,251.87537332844937,247.26000350275368,248.89644685117278,15292300
2025-01-17,253.95278930664062,255.3834456469004,247.07383560720973,249.03365028322543,17678100
2025-01-21,257.74505615234375,258.9405444411146,254.28598403961865,254.8445384648547,13712100
2025-01-22,257.5588684082031,258.08802679999536,255.0209117225283,257.6176604623576,9021900
2025-01-23,260.6063537597656,261.4980430710298,258.5093378209672,259.3716610143274,10749700
