datetime,close,return_1bar,direction_1bar,price_end_1bar,return_2bar,direction_2bar,price_end_2bar,return_4bar,direction_4bar,price_end_4bar
2025-01-06 09:30:00-05:00,161.4149932861328,0.0025388304364336207,up,161.82479858398438,-0.002509053038083969,down,161.00999450683594,0.0028740388635696973,up,161.87890625
2025-01-06 11:30:00-05:00,161.82479858398438,-0.005035100208856851,down,161.00999450683594,-0.007197876543442696,down,160.66000366210938,-0.004293493378342063,down,161.1300048828125
2025-01-06 13:30:00-05:00,161.00999450683594,-0.002173721238849574,down,160.66000366210938,0.005396632338417796,up,161.87890625,0.0027949333729847684,up,161.4600067138672
2025-01-06 15:30:00-05:00,160.66000366210938,0.007586845263953491,up,161.87890625,0.002925440121933545,up,161.1300048828125,0.00398356389306729,up,161.3000030517578
2025-01-07 09:30:00-05:00,161.87890625,-0.004626306073695133,down,161.1300048828125,-0.0025877339168938972,down,161.4600067138672,-0.0036688077628435605,down,161.28500366210938
2025-01-07 11:30:00-05:00,161.1300048828125,0.002048047049304647,up,161.4600067138672,0.0010550373226200153,up,161.3000030517578,0.0032271395637954296,up,161.64999389648438
2025-01-07 13:30:00-05:00,161.4600067138672,-0.0009909801527069606,flat,161.3000030517578,-0.0010838786354564307,down,161.28500366210938,0.0031276452559447707,up,161.96499633789062
2025-01-07 15:30:00-05:00,161.3000030517578,-9.299063462276878e-05,flat,161.28500366210938,0.002169813007469428,up,161.64999389648438,0.004835702198012914,up,162.0800018310547
2025-01-08 09:30:00-05:00,161.28500366210938,0.002263014081207768,up,161.64999389648438,0.004216093625206647,up,161.96499633789062,-0.012059443097967885,down,159.33999633789062
2025-01-08 11:30:00-05:00,161.64999389648438,0.0019486696770800237,up,161.96499633789062,0.0026601172335686952,up,162.0800018310547,-0.014970604765348795,down,159.22999572753906
2025-01-08 13:30:00-05:00,161.96499633789062,0.0007100638765436611,flat,162.0800018310547,-0.016207205626848763,down,159.33999633789062,-0.02244308701895457,down,158.3300018310547
2025-01-08 15:30:00-05:00,162.0800018310547,-0.016905265684906197,down,159.33999633789062,-0.017583946639427795,down,159.22999572753906,-0.021655938222993155,down,158.57000732421875
2025-01-10 09:30:00-05:00,159.33999633789062,-0.0006903515305617253,flat,159.22999572753906,-0.006338612589736601,down,158.3300018310547,-0.0038910200291002945,down,158.72000122070312
2025-01-10 11:30:00-05:00,159.22999572753906,-0.005652163038579544,down,158.3300018310547,-0.004144874841607287,down,158.57000732421875,-0.002260884381153694,down,158.8699951171875
2025-01-10 13:30:00-05:00,158.3300018310547,0.0015158560625809837,up,158.57000732421875,0.0024632058683646363,up,158.72000122070312,0.005305351659042733,up,159.1699981689453
2025-01-10 15:30:00-05:00,158.57000732421875,0.0009459159333813444,flat,158.72000122070312,0.0018918318667626888,up,158.8699951171875,0.0017657738939519502,up,158.85000610351562
2025-01-13 09:30:00-05:00,158.72000122070312,0.0009450220219933447,flat,158.8699951171875,0.002835162202503126,up,159.1699981689453,0.0027721927798779336,up,159.16000366210938
2025-01-13 11:30:00-05:00,158.8699951171875,0.0018883556428419403,up,159.1699981689453,-0.00012581994263378981,flat,158.85000610351562,0.006294454778967977,up,159.8699951171875
2025-01-13 13:30:00-05:00,159.1699981689453,-0.00201037927442861,down,158.85000610351562,-6.279139882460254e-05,flat,159.16000366210938,0.0016806045996856595,up,159.4375
2025-01-13 15:30:00-05:00,158.85000610351562,0.0019515111531801775,up,159.16000366210938,0.006421082621848894,up,159.8699951171875,0.00560276585112917,up,159.74000549316406
2025-01-14 09:30:00-05:00,159.16000366210938,0.004460866038841076,up,159.8699951171875,0.001743505475657937,up,159.4375,0.006848431218967836,up,160.25
2025-01-14 11:30:00-05:00,159.8699951171875,-0.0027052926152307285,down,159.4375,-0.000813095815310139,flat,159.74000549316406,-0.000993868614253372,flat,159.7111053466797
2025-01-14 13:30:00-05:00,159.4375,0.001897329631762054,up,159.74000549316406,0.005096040768326146,up,160.25,-0.00023524016317130538,flat,159.39999389648438
2025-01-14 15:30:00-05:00,159.74000549316406,0.0031926536202464464,up,160.25,-0.00018091990416021212,flat,159.7111053466797,-0.0005634881281103966,flat,159.64999389648438
2025-01-15 09:30:00-05:00,160.25,-0.0033628371502047584,down,159.7111053466797,-0.005304250255947738,down,159.39999389648438,-0.0033696928931844774,down,159.7100067138672
2025-01-15 11:30:00-05:00,159.7111053466797,-0.0019479637907457532,down,159.39999389648438,-0.0003826374506810899,flat,159.64999389648438,0.00421942581070653,up,160.38499450683594
2025-01-15 13:30:00-05:00,159.39999389648438,0.0015683814904180735,up,159.64999389648438,0.0019448734583022462,up,159.7100067138672,0.0037007829845924515,up,159.98989868164062
2025-01-15 15:30:00-05:00,159.64999389648438,0.0003759024095029047,flat,159.7100067138672,0.004603824857194359,up,160.38499450683594,0.00544948580793977,up,160.52000427246094
2025-01-16 09:30:00-05:00,159.7100067138672,0.004226333758648215,up,160.38499450683594,0.0017525011333503076,up,159.98989868164062,0.011927861118369543,up,161.61500549316406
2025-01-16 11:30:00-05:00,160.38499450683594,-0.0024634213843394977,down,159.98989868164062,0.0008417855176548054,flat,160.52000427246094,0.006453244988983436,up,161.4199981689453
2025-01-16 13:30:00-05:00,159.98989868164062,0.0033133691263543745,up,160.52000427246094,0.010157558851619699,up,161.61500549316406,0.00829682278601497,up,161.3173065185547
2025-01-16 15:30:00-05:00,160.52000427246094,0.006821587288550709,up,161.61500549316406,0.005606739798964604,up,161.4199981689453,0.003924679835879618,up,161.14999389648438
2025-01-17 09:30:00-05:00,161.61500549316406,-0.0012066164501476216,down,161.4199981689453,-0.0018420255823458607,down,161.3173065185547,-6.193586786360248e-05,flat,161.60499572753906
2025-01-17 11:30:00-05:00,161.4199981689453,-0.0006361767535342549,flat,161.3173065185547,-0.0016726816721825616,down,161.14999389648438,0.0033762741613644846,up,161.96499633789062
2025-01-17 13:30:00-05:00,161.3173065185547,-0.0010371647387446817,down,161.14999389648438,0.0017833747363695603,up,161.60499572753906,0.0006365817320338994,flat,161.4199981689453
2025-01-17 15:30:00-05:00,161.14999389648438,0.0028234678764366603,up,161.60499572753906,0.005057415279393504,up,161.96499633789062,0.0037852971359303923,up,161.75999450683594
2025-01-21 09:30:00-05:00,161.60499572753906,0.0022276576830490575,up,161.96499633789062,-0.0011447514834606355,down,161.4199981689453,0.026175001380896606,up,165.8350067138672
2025-01-21 11:30:00-05:00,161.96499633789062,-0.003364913291562949,down,161.4199981689453,-0.0012657168875366974,down,161.75999450683594,0.02608592102642621,up,166.19000244140625
2025-01-21 13:30:00-05:00,161.4199981689453,0.0021062838666047945,up,161.75999450683594,0.027351063034340026,up,165.8350067138672,0.02428446421392327,up,165.33999633789062
2025-01-21 15:30:00-05:00,161.75999450683594,0.025191718257996362,up,165.8350067138672,0.02738630121790157,up,166.19000244140625,0.018175089893947827,up,164.6999969482422
2025-01-22 09:30:00-05:00,165.8350067138672,0.0021406561532063884,up,166.19000244140625,-0.002984957071402039,down,165.33999633789062,-0.014984777096184516,down,163.35000610351562
2025-01-22 11:30:00-05:00,166.19000244140625,-0.005114664486603593,down,165.33999633789062,-0.008965674657170759,down,164.6999969482422,-0.004919648736602767,down,165.37240600585938
2025-01-22 13:30:00-05:00,165.33999633789062,-0.0038708080550608442,down,164.6999969482422,-0.012035746210543239,down,163.35000610351562,0.0034776639710764083,up,165.9149932861328
2025-01-22 15:30:00-05:00,164.6999969482422,-0.008196665875779002,down,163.35000610351562,0.004082629447944043,up,165.37240600585938,0.008925326338439947,up,166.1699981689453
2025-01-23 09:30:00-05:00,163.35000610351562,0.012380776411248778,up,165.37240600585938,0.015702400286362668,up,165.9149932861328,0.002693524127194496,up,163.7899932861328
2025-01-23 11:30:00-05:00,165.37240600585938,0.0032810025165517205,up,165.9149932861328,0.004823006342773278,up,166.1699981689453,-0.006787142020656134,down,164.25
2025-01-23 13:30:00-05:00,165.9149932861328,0.0015369610531383684,up,166.1699981689453,-0.012807763529455585,down,163.7899932861328,-0.0075038132029479265,down,164.6699981689453
2025-01-23 15:30:00-05:00,166.1699981689453,-0.014322711133406555,down,163.7899932861328,-0.01155442131613462,down,164.25,-0.012396928334195124,down,164.11000061035156
2025-01-24 09:30:00-05:00,163.7899932861328,0.002808515371653866,up,164.25,0.00537276340975957,up,164.6699981689453,0.019048846107014992,up,166.91000366210938
2025-01-24 11:30:00-05:00,164.25,0.002557066477597032,up,164.6699981689453,-0.000852355492532344,flat,164.11000061035156,0.020700115047089043,up,167.64999389648438
2025-01-24 13:30:00-05:00,164.6699981689453,-0.0034007260874516637,down,164.11000061035156,0.013602997012642825,up,166.91000366210938,0.030120888862696194,up,169.6300048828125
2025-01-24 15:30:00-05:00,164.11000061035156,0.017061745422851438,up,166.91000366210938,0.02157085657770402,up,167.64999389648438,0.033940601088989025,up,169.67999267578125
2025-01-27 09:30:00-05:00,166.91000366210938,0.00443346844490536,up,167.64999389648438,0.01629621449298787,up,169.6300048828125,0.007788646715205418,up,168.2100067138672
2025-01-27 11:30:00-05:00,167.64999389648438,0.011810385078514733,up,169.6300048828125,0.012108552658524398,up,169.67999267578125,0.00023864328290150913,flat,167.69000244140625
